ID2,MeanRelativeYield_1999_1999,MeanRelativeYield_1999_2000,MeanRelativeYield_1999_2001,MeanRelativeYield_1999_2002,MeanRelativeYield_1999_2003,MeanRelativeYield_1999_2004,MeanRelativeYield_1999_2005,MeanRelativeYield_1999_2006,MeanRelativeYield_1999_2007,MeanRelativeYield_1999_2008,MeanRelativeYield_1999_2009,MeanRelativeYield_1999_2010,MeanRelativeYield_1999_2011,MeanRelativeYield_1999_2012,MeanRelativeYield_1999_2013,MeanRelativeYield_1999_2014,MeanRelativeYield_1999_2015
11,0.9388212271567425,1.023530800483785,1.0075472500184868,0.9961300393641873,0.9668676352060557,0.9054060250291024,0.8890232317687926,1.0340615476368356,1.0440714896851555,0.9990113864690187,0.9765566917185964,0.9792648548082358,0.9788460649101369,0.9603866076423515,0.9552236003386204,0.9574896030283794,0.9432226532214559
12,0.9353294737063291,0.9267666431664818,0.9195853542725144,0.908475154808962,0.8651550759687568,0.8541043732037755,0.9153585876772985,0.9374669143516845,0.9116894736624628,0.9041567863383794,0.8805588767399063,0.8800875432346734,0.893720634289531,0.8878097293830163,0.8851888438338442,0.8944260062442135,0.8753935227244225
13,1.0225795897543961,0.8245009633234046,0.7429674507045702,0.5778962750147978,0.6509842187349029,0.6891126695514055,0.7112237559460924,0.7247847849566648,0.7382536951281311,0.7382536951281311,0.7840719626141825,0.8072374232306331,0.8078707416707248,0.7935090150760201,0.797158775675468,0.7947737525446775,0.7904588713068471
14,0.9760810839305837,0.8797650571679367,0.9217893458213674,0.9217893458213674,0.8587912285147445,0.8492643760094618,0.870165869076014,0.870165869076014,0.8184627655753735,0.8769036151815429,0.885281182312108,0.8762965558914804,0.8762965558914804,0.8860218585697127,0.8491455385628809,0.8704940227980286,0.8616833149180287
15,0.9742817179259494,0.8341428757916527,0.8433800940579905,0.8904135903617332,0.9618562371970112,0.989464894784806,0.9505716889043411,0.9665474883630998,0.9749981675360291,0.9530101934159066,0.9560886966481182,0.9444568087411306,0.9452627712472214,0.925086866722703,0.9104184656014276,0.9223016875755907,0.9197324577368116
16,1.291264630723812,0.9912831874035468,0.9920960503887258,1.0149638068214313,1.0002403875370216,1.0245019315727808,1.020091183249529,1.0348161393443978,1.0615125459597625,1.0594380987006065,1.0831564065325037,1.0837912401515188,1.0820295645276308,1.1314994315814448,1.1360952376341333,1.1672940777267373,1.1784966087325346
17,1.4113979220438657,1.2336186186696412,1.2590358979877903,1.2569133268081714,1.3715331014628038,1.325245411690905,1.3200957927975934,1.3276620493333975,1.319437254684296,1.3582678354452473,1.3789193207383583,1.3869636963985685,1.4002767232689275,1.4003847900429314,1.395290563319987,1.4018729881915475,1.4143601801297832
18,0.8601423697719954,0.905038975161859,0.900177315313064,0.9666289861499953,0.9155580959581648,0.9114033960624944,0.9114033960624944,0.9114033960624944,0.9114033960624944,0.9114033960624944,0.9114033960624944,0.9114033960624944,0.9114033960624944,0.9114033960624944,0.9114033960624944,0.8826946530524251,0.9050483976513641
19,0.7549330499125361,0.9134761201131099,0.870747505656113,0.8815593711749068,0.8801229417797831,0.8135356396562168,0.8041378517678688,0.7805880007880104,0.7000053530967795,0.7291014059658617,0.7415973024541718,0.7476110830656956,0.7429540691536686,0.770460355802639,0.7601465639824709,0.7808192219153847,0.7865800392854787
20,0.7279810379407302,0.7764668524751102,0.7156438374704917,0.7092333368014498,0.7877425413272808,0.9669121390858514,0.9425749369504342,0.9487255291226923,0.9317085221395759,0.9394506925109137,0.9293774759008044,0.9080384337888887,0.8883105170449241,0.879359520028597,0.8720208283414457,0.868218827269406,0.8632319195776015
21,1.1320284626377912,1.07582345298312,1.0513817429188783,1.0410873260633629,1.0388909940261322,1.0141745507709057,0.989332352448271,0.9976105900929801,0.9958603056329284,0.9850116488070093,0.9868300729840385,0.9710753825812692,0.9843632270030868,0.9909534123258549,0.9737768004347293,1.019807408847835,1.0312898847793355
22,0.6943488296381918,0.839132595790758,0.8520101276576222,0.8633241058605485,0.9167797666161496,0.9118508943394247,0.8874557085709233,0.8741675880669373,0.8741675880669373,0.875126455163841,0.8634175016780737,0.8420994452457266,0.8467212394427291,0.8518475108296281,0.8461763380327902,0.8582257899868476,0.8702951071707382
23,0.8849519162182625,0.8666539025910667,0.8568912539410848,0.9062856868470714,0.9283757564875147,0.9280377966804334,0.9574947187880235,0.971697322934157,0.971697322934157,0.9760489955278828,0.9799299131745542,0.9822656943637902,0.9820633363646397,0.9893748539081,0.9733318394431507,0.960839353607074,0.9706519221298988
24,0.8892102002082022,1.0041640288440583,0.8720229389486938,0.8397739817285347,0.9193395406752038,0.8550887909130256,0.8543132098760735,0.8606368037396036,0.8509346690462487,0.8954380904018784,0.885714163878136,0.882238405120883,0.8664647247289495,0.8746331330059398,0.8746331330059398,0.8586010738020342,0.8766022098947509
25,1.1397785447636908,1.1460736136348633,1.1460736136348633,1.0713661472799363,1.0541360235034305,1.0391899127385353,0.9878413523758504,1.0029361256711238,1.0177349913998655,1.0088211268832001,1.0101904863112638,1.0212343146343097,1.0308543451622103,1.0349060712081113,1.0328270992673263,1.030444333329529,1.0541850574195892
26,1.2694747422961215,1.223563714456549,1.223563714456549,1.2225958907202035,1.2563022138247788,1.2094772435379657,1.2081444437599715,1.2231274103776946,1.195491825547937,1.2013209753188425,1.2457430000528025,1.215564725717946,1.2002989413436225,1.1780859067515073,1.1640465039083696,1.1560708029703557,1.163439762669499
27,1.3031446828248978,1.3163271287629656,1.1804875145072573,1.1596059991779677,1.1195629719312066,1.0900077435121276,1.113285198100699,1.119648100422206,1.1026006645811657,1.114102014712052,1.1506292006537446,1.1236996264691055,1.1172184721063947,1.0993934994231955,1.0719112441129752,1.0763259572940294,1.0722515703758484
